order_id,order_ts,customer_email,country,channel,product_sku,product_name,category,qty,unit_price,revenue,payment_method,status,fulfillment_hrs
ord_000351,2025-02-01 12:40:00,cust475@example.com,IN,paid_search,p_book_012,📖 Book — Nonfic.,books,1,17.23,17.23,bank_transfer,refunded,8.7
ord_000352,2025-02-01 15:38:00,cust234@example.com,UK,organic,p_appa_007,🧥 Jacket,apparel,1,128.24,128.24,google_pay,completed,4.2
ord_000353,2025-02-01 14:42:00,cust189@example.com,AU,direct,p_book_012,📖 Book — Nonfic.,books,1,19.89,19.89,credit_card,completed,11.2
ord_000354,2025-02-01 19:33:00,cust485@example.com,BR,organic,p_lapt_003,🎧 Headphones,electronics,1,172.0,172.0,bank_transfer,completed,7.8
ord_000355,2025-02-01 11:08:00,cust254@example.com,CA,email,p_lapt_002,"💻 Laptop 14""",electronics,1,1276.68,1276.68,credit_card,completed,11.5
ord_000356,2025-02-01 12:37:00,cust479@example.com,NL,paid_search,p_book_011,📚 Book — Fiction,books,1,14.8,14.8,bank_transfer,completed,4.8
ord_000357,2025-02-01 21:19:00,cust494@example.com,IN,paid_search,p_home_009,🪴 Houseplant,home,1,22.79,22.79,paypal,completed,9.1
ord_000358,2025-02-01 22:48:00,cust353@example.com,FR,organic,p_lapt_001,📱 Smartphone Pro,electronics,1,874.1,874.1,google_pay,completed,4.6
ord_000359,2025-02-01 14:10:00,cust422@example.com,UK,email,p_home_010,💡 Smart Bulb,home,1,17.01,17.01,paypal,completed,14.9
ord_000360,2025-02-01 16:41:00,cust628@example.com,CA,email,p_lapt_002,"💻 Laptop 14""",electronics,1,1150.83,1150.83,google_pay,completed,20.2
ord_000361,2025-02-01 22:12:00,cust633@example.com,IN,organic,p_lapt_002,"💻 Laptop 14""",electronics,1,1160.58,1160.58,credit_card,refunded,6.3
ord_000362,2025-02-02 22:23:00,cust239@example.com,FR,social,p_appa_005,👕 T-shirt,apparel,1,28.71,28.71,credit_card,completed,4.5
ord_000363,2025-02-02 12:12:00,cust795@example.com,AU,email,p_lapt_002,"💻 Laptop 14""",electronics,1,1289.58,1289.58,credit_card,completed,5.8
ord_000364,2025-02-02 13:30:00,cust756@example.com,UK,social,p_book_012,📖 Book — Nonfic.,books,1,19.3,19.3,apple_pay,completed,9.7
ord_000365,2025-02-02 16:12:00,cust534@example.com,IN,email,p_lapt_003,🎧 Headphones,electronics,1,170.41,170.41,paypal,completed,3.5
ord_000366,2025-02-02 14:00:00,cust283@example.com,US,paid_search,p_lapt_004,⌚ Smartwatch,electronics,1,313.64,313.64,google_pay,cancelled,8.5
ord_000367,2025-02-02 08:03:00,cust512@example.com,IN,social,p_home_010,💡 Smart Bulb,home,1,19.3,19.3,bank_transfer,completed,2.5
ord_000368,2025-02-02 21:46:00,cust661@example.com,JP,organic,p_lapt_003,🎧 Headphones,electronics,1,178.6,178.6,google_pay,completed,28.8
ord_000369,2025-02-02 22:12:00,cust449@example.com,NL,organic,p_book_012,📖 Book — Nonfic.,books,1,19.69,19.69,apple_pay,completed,8.4
ord_000370,2025-02-02 21:18:00,cust568@example.com,AU,paid_search,p_book_012,📖 Book — Nonfic.,books,1,19.59,19.59,google_pay,completed,3.5
ord_000371,2025-02-02 19:12:00,cust635@example.com,CA,social,p_book_011,📚 Book — Fiction,books,1,14.39,14.39,bank_transfer,completed,2.8
ord_000372,2025-02-02 11:11:00,cust099@example.com,US,organic,p_home_010,💡 Smart Bulb,home,1,18.22,18.22,google_pay,completed,7.6
ord_000373,2025-02-02 15:03:00,cust502@example.com,IN,organic,p_lapt_002,"💻 Laptop 14""",electronics,1,1229.2,1229.2,credit_card,completed,8.1
ord_000374,2025-02-02 20:52:00,cust480@example.com,IN,social,p_lapt_004,⌚ Smartwatch,electronics,1,345.25,345.25,credit_card,refunded,19.4
ord_000375,2025-02-02 23:42:00,cust080@example.com,JP,paid_search,p_appa_005,👕 T-shirt,apparel,1,28.79,28.79,paypal,refunded,7.7
ord_000376,2025-02-02 20:56:00,cust591@example.com,BR,organic,p_book_012,📖 Book — Nonfic.,books,1,19.23,19.23,paypal,refunded,5.6
ord_000377,2025-02-02 17:35:00,cust615@example.com,IN,email,p_appa_007,🧥 Jacket,apparel,1,141.35,141.35,google_pay,cancelled,6.7
ord_000378,2025-02-02 15:23:00,cust559@example.com,FR,paid_search,p_appa_007,🧥 Jacket,apparel,1,133.88,133.88,google_pay,completed,2.1
ord_000379,2025-02-02 15:58:00,,CA,paid_search,p_book_012,📖 Book — Nonfic.,books,1,17.84,17.84,bank_transfer,refunded,4.8
ord_000380,2025-02-02 14:16:00,cust272@example.com,AU,organic,p_lapt_003,🎧 Headphones,electronics,1,182.89,182.89,google_pay,refunded,5.3
ord_000381,2025-02-02 10:38:00,cust178@example.com,AU,organic,p_lapt_004,⌚ Smartwatch,electronics,1,334.53,334.53,bank_transfer,completed,6.6
ord_000382,2025-02-02 14:47:00,cust445@example.com,NL,direct,p_lapt_002,"💻 Laptop 14""",electronics,1,1283.78,1283.78,google_pay,completed,3.9
ord_000383,2025-02-02 08:43:00,cust335@example.com,UK,direct,p_appa_005,👕 T-shirt,apparel,1,26.93,26.93,bank_transfer,refunded,7.4
ord_000384,2025-02-02 19:16:00,cust152@example.com,BR,paid_search,p_home_009,🪴 Houseplant,home,1,22.41,22.41,google_pay,cancelled,8.0
ord_000385,2025-02-02 23:15:00,cust405@example.com,JP,organic,p_lapt_003,🎧 Headphones,electronics,1,183.51,183.51,google_pay,completed,9.0
ord_000386,2025-02-02 18:38:00,cust434@example.com,US,social,p_book_011,📚 Book — Fiction,books,2,12.94,25.88,paypal,completed,6.2
ord_000387,2025-02-02 09:07:00,cust452@example.com,US,organic,p_home_010,💡 Smart Bulb,home,1,19.4,19.4,bank_transfer,completed,4.5
ord_000388,2025-02-03 13:13:00,cust461@example.com,CA,paid_search,p_appa_005,👕 T-shirt,apparel,1,28.61,28.61,apple_pay,refunded,7.1
ord_000389,2025-02-03 12:03:00,cust685@example.com,AU,organic,p_home_008,🛏 Pillow,home,1,44.95,44.95,bank_transfer,completed,8.8
ord_000390,2025-02-03 18:55:00,cust677@example.com,BR,organic,p_lapt_001,📱 Smartphone Pro,electronics,1,891.61,891.61,google_pay,completed,1.5
ord_000391,2025-02-03 12:12:00,cust497@example.com,CA,direct,p_appa_007,🧥 Jacket,apparel,1,142.51,142.51,bank_transfer,cancelled,16.5
ord_000392,2025-02-03 18:43:00,cust502@example.com,IN,paid_search,p_lapt_001,📱 Smartphone Pro,electronics,1,888.52,888.52,apple_pay,completed,6.5
ord_000393,2025-02-03 19:42:00,cust397@example.com,DE,organic,p_home_009,🪴 Houseplant,home,1,21.05,21.05,google_pay,refunded,5.7
ord_000394,2025-02-03 16:58:00,cust247@example.com,NL,organic,p_book_011,📚 Book — Fiction,books,1,14.15,14.15,bank_transfer,completed,8.4
ord_000395,2025-02-03 23:58:00,cust208@example.com,DE,paid_search,p_lapt_004,⌚ Smartwatch,electronics,1,327.07,327.07,paypal,cancelled,12.7
ord_000396,2025-02-03 11:46:00,cust737@example.com,US,social,p_home_010,💡 Smart Bulb,home,2,17.94,35.88,google_pay,completed,4.2
ord_000397,2025-02-03 10:08:00,cust757@example.com,DE,organic,p_appa_005,👕 T-shirt,apparel,1,29.69,29.69,bank_transfer,refunded,2.6
ord_000398,2025-02-03 22:08:00,cust237@example.com,CA,email,p_appa_005,👕 T-shirt,apparel,1,28.25,28.25,google_pay,cancelled,10.0
ord_000399,2025-02-04 13:48:00,cust034@example.com,JP,organic,p_appa_007,🧥 Jacket,apparel,1,129.72,129.72,google_pay,refunded,3.1
ord_000400,2025-02-04 19:46:00,cust438@example.com,IN,paid_search,p_home_008,🛏 Pillow,home,1,44.1,44.1,bank_transfer,refunded,6.7
ord_000401,2025-02-04 08:56:00,cust534@example.com,JP,paid_search,p_home_009,🪴 Houseplant,home,1,24.04,24.04,google_pay,cancelled,3.5
ord_000402,2025-02-04 16:49:00,cust051@example.com,AU,paid_search,p_lapt_001,📱 Smartphone Pro,electronics,1,833.75,833.75,google_pay,completed,4.2
ord_000403,2025-02-04 23:07:00,cust475@example.com,DE,social,p_home_010,💡 Smart Bulb,home,2,19.06,38.12,bank_transfer,completed,13.7
ord_000404,2025-02-04 12:45:00,cust605@example.com,BR,organic,p_appa_007,🧥 Jacket,apparel,1,136.73,136.73,google_pay,cancelled,4.4
ord_000405,2025-02-04 19:02:00,cust524@example.com,DE,email,p_appa_006,👟 Sneakers,apparel,1,85.09,85.09,bank_transfer,cancelled,8.5
ord_000406,2025-02-04 21:18:00,cust053@example.com,DE,organic,p_lapt_003,🎧 Headphones,electronics,1,173.47,173.47,paypal,completed,6.6
ord_000407,2025-02-04 22:15:00,cust511@example.com,JP,paid_search,p_lapt_001,📱 Smartphone Pro,electronics,1,798.28,798.28,google_pay,completed,7.7
ord_000408,2025-02-05 13:03:00,,DE,organic,p_appa_007,🧥 Jacket,apparel,1,140.09,140.09,apple_pay,completed,12.7
ord_000409,2025-02-05 10:26:00,cust306@example.com,DE,organic,p_lapt_003,🎧 Headphones,electronics,2,189.06,378.12,apple_pay,refunded,6.1
ord_000410,2025-02-05 16:20:00,cust182@example.com,IN,email,p_book_011,📚 Book — Fiction,books,1,14.08,14.08,credit_card,completed,6.4
ord_000411,2025-02-05 13:44:00,cust282@example.com,JP,social,p_home_009,🪴 Houseplant,home,1,22.56,22.56,credit_card,refunded,5.5
ord_000412,2025-02-05 23:36:00,cust742@example.com,NL,paid_search,p_book_012,📖 Book — Nonfic.,books,3,18.58,55.74,paypal,refunded,8.7
ord_000413,2025-02-05 16:12:00,cust185@example.com,US,organic,p_home_010,💡 Smart Bulb,home,1,19.18,19.18,google_pay,cancelled,12.4
ord_000414,2025-02-05 13:00:00,cust425@example.com,JP,social,p_lapt_002,"💻 Laptop 14""",electronics,1,1144.55,1144.55,apple_pay,completed,6.5
ord_000415,2025-02-05 07:53:00,cust117@example.com,DE,organic,p_appa_005,👕 T-shirt,apparel,1,27.97,27.97,apple_pay,cancelled,9.9
ord_000416,2025-02-06 20:59:00,cust550@example.com,US,email,p_lapt_001,📱 Smartphone Pro,electronics,1,829.08,829.08,apple_pay,refunded,15.8
ord_000417,2025-02-06 18:04:00,,DE,organic,p_book_012,📖 Book — Nonfic.,books,1,18.66,18.66,credit_card,completed,8.3
ord_000418,2025-02-06 16:45:00,cust399@example.com,IN,social,p_appa_007,🧥 Jacket,apparel,1,145.48,145.48,apple_pay,completed,5.1
ord_000419,2025-02-06 10:23:00,cust310@example.com,US,social,p_lapt_002,"💻 Laptop 14""",electronics,1,1150.45,1150.45,credit_card,completed,4.9
ord_000420,2025-02-06 23:19:00,cust195@example.com,IN,organic,p_home_009,🪴 Houseplant,home,1,22.6,22.6,credit_card,refunded,5.4
ord_000421,2025-02-06 07:19:00,cust397@example.com,US,social,p_book_011,📚 Book — Fiction,books,3,13.2,39.6,bank_transfer,completed,11.7
ord_000422,2025-02-07 13:20:00,cust675@example.com,JP,organic,p_appa_006,👟 Sneakers,apparel,1,76.27,76.27,apple_pay,refunded,15.4
ord_000423,2025-02-07 13:34:00,cust162@example.com,IN,paid_search,p_appa_006,👟 Sneakers,apparel,1,84.61,84.61,apple_pay,completed,9.6
ord_000424,2025-02-07 21:03:00,cust319@example.com,DE,organic,p_book_012,📖 Book — Nonfic.,books,1,18.71,18.71,credit_card,completed,8.8
ord_000425,2025-02-07 21:39:00,cust611@example.com,IN,organic,p_appa_007,🧥 Jacket,apparel,1,136.18,136.18,paypal,cancelled,21.9
ord_000426,2025-02-07 21:06:00,cust783@example.com,FR,organic,p_book_011,📚 Book — Fiction,books,1,12.92,12.92,google_pay,completed,7.1
ord_000427,2025-02-07 17:50:00,cust265@example.com,IN,paid_search,p_lapt_004,⌚ Smartwatch,electronics,2,304.17,608.34,credit_card,completed,14.9
ord_000428,2025-02-07 11:32:00,cust290@example.com,BR,paid_search,p_home_008,🛏 Pillow,home,1,41.48,41.48,credit_card,completed,14.8
ord_000429,2025-02-07 14:35:00,cust411@example.com,DE,direct,p_home_009,🪴 Houseplant,home,1,23.74,23.74,google_pay,completed,8.4
ord_000430,2025-02-07 14:11:00,cust446@example.com,BR,social,p_appa_006,👟 Sneakers,apparel,1,84.92,84.92,bank_transfer,completed,8.2
ord_000431,2025-02-07 19:20:00,cust456@example.com,FR,social,p_lapt_002,"💻 Laptop 14""",electronics,1,1194.35,1194.35,credit_card,completed,30.4
ord_000432,2025-02-08 16:24:00,,NL,paid_search,p_home_010,💡 Smart Bulb,home,2,18.9,37.8,paypal,completed,4.8
ord_000433,2025-02-08 07:39:00,cust696@example.com,CA,paid_search,p_book_011,📚 Book — Fiction,books,2,13.42,26.84,paypal,completed,6.2
ord_000434,2025-02-08 07:15:00,cust721@example.com,UK,social,p_lapt_001,📱 Smartphone Pro,electronics,1,838.17,838.17,google_pay,cancelled,4.2
ord_000435,2025-02-08 13:35:00,cust217@example.com,UK,email,p_appa_006,👟 Sneakers,apparel,1,81.07,81.07,apple_pay,completed,10.2
ord_000436,2025-02-08 20:08:00,cust012@example.com,BR,organic,p_lapt_003,🎧 Headphones,electronics,1,195.2,195.2,google_pay,completed,11.5
ord_000437,2025-02-08 19:22:00,cust522@example.com,JP,organic,p_book_012,📖 Book — Nonfic.,books,1,18.27,18.27,bank_transfer,completed,4.8
ord_000438,2025-02-08 18:02:00,cust276@example.com,US,paid_search,p_home_010,💡 Smart Bulb,home,1,19.18,19.18,apple_pay,completed,6.0
ord_000439,2025-02-08 15:29:00,cust749@example.com,CA,organic,p_home_010,💡 Smart Bulb,home,1,19.06,19.06,bank_transfer,completed,9.0
ord_000440,2025-02-08 16:39:00,cust080@example.com,US,email,p_lapt_004,⌚ Smartwatch,electronics,1,335.48,335.48,bank_transfer,completed,11.1
ord_000441,2025-02-08 16:18:00,cust340@example.com,DE,organic,p_home_008,🛏 Pillow,home,1,44.37,44.37,bank_transfer,cancelled,0.9
ord_000442,2025-02-08 16:51:00,cust485@example.com,NL,organic,p_appa_005,👕 T-shirt,apparel,1,28.03,28.03,google_pay,completed,8.9
ord_000443,2025-02-08 15:00:00,cust136@example.com,BR,social,p_lapt_003,🎧 Headphones,electronics,1,194.57,194.57,bank_transfer,cancelled,8.7
ord_000444,2025-02-08 23:55:00,cust718@example.com,US,organic,p_lapt_003,🎧 Headphones,electronics,1,180.19,180.19,credit_card,completed,5.3
ord_000445,2025-02-08 21:46:00,cust423@example.com,DE,organic,p_home_010,💡 Smart Bulb,home,2,17.45,34.9,apple_pay,completed,10.6
ord_000446,2025-02-08 14:24:00,cust476@example.com,UK,paid_search,p_book_011,📚 Book — Fiction,books,1,14.58,14.58,paypal,refunded,6.4
ord_000447,2025-02-08 08:06:00,cust695@example.com,CA,social,p_appa_007,🧥 Jacket,apparel,1,147.37,147.37,google_pay,refunded,4.9
ord_000448,2025-02-08 21:49:00,cust101@example.com,JP,social,p_book_011,📚 Book — Fiction,books,2,13.49,26.98,bank_transfer,completed,4.0
ord_000449,2025-02-08 23:06:00,cust561@example.com,FR,paid_search,p_home_009,🪴 Houseplant,home,1,23.36,23.36,apple_pay,completed,3.5
ord_000450,2025-02-09 10:45:00,cust609@example.com,BR,organic,p_lapt_004,⌚ Smartwatch,electronics,1,329.08,329.08,bank_transfer,completed,19.7
ord_000451,2025-02-09 09:40:00,cust190@example.com,FR,direct,p_appa_007,🧥 Jacket,apparel,1,146.76,146.76,apple_pay,completed,4.6
ord_000452,2025-02-09 08:24:00,cust166@example.com,UK,organic,p_book_012,📖 Book — Nonfic.,books,2,19.3,38.6,credit_card,completed,11.0
ord_000453,2025-02-09 22:06:00,cust206@example.com,DE,paid_search,p_appa_005,👕 T-shirt,apparel,1,25.8,25.8,google_pay,completed,8.5
ord_000454,2025-02-09 07:57:00,cust106@example.com,FR,organic,p_home_010,💡 Smart Bulb,home,1,19.73,19.73,credit_card,completed,21.1
ord_000455,2025-02-09 22:30:00,cust401@example.com,UK,paid_search,p_book_011,📚 Book — Fiction,books,1,13.08,13.08,credit_card,refunded,8.7
ord_000456,2025-02-09 18:21:00,cust494@example.com,AU,paid_search,p_lapt_004,⌚ Smartwatch,electronics,1,346.6,346.6,credit_card,completed,3.2
ord_000457,2025-02-09 12:35:00,cust779@example.com,US,direct,p_home_009,🪴 Houseplant,home,2,22.07,44.14,paypal,completed,16.1
ord_000458,2025-02-09 13:08:00,cust499@example.com,US,organic,p_book_012,📖 Book — Nonfic.,books,1,17.31,17.31,bank_transfer,completed,2.3
ord_000459,2025-02-09 21:01:00,cust512@example.com,US,organic,p_home_008,🛏 Pillow,home,1,43.6,43.6,apple_pay,cancelled,9.1
ord_000460,2025-02-09 11:47:00,cust536@example.com,NL,organic,p_lapt_001,📱 Smartphone Pro,electronics,1,792.69,792.69,credit_card,completed,6.5
ord_000461,2025-02-09 08:57:00,cust634@example.com,AU,email,p_book_012,📖 Book — Nonfic.,books,1,18.95,18.95,credit_card,completed,4.7
ord_000462,2025-02-09 14:04:00,cust109@example.com,JP,paid_search,p_home_010,💡 Smart Bulb,home,1,18.76,18.76,google_pay,completed,2.8
ord_000463,2025-02-09 17:04:00,cust219@example.com,BR,organic,p_lapt_002,"💻 Laptop 14""",electronics,3,1216.38,3649.14,google_pay,completed,14.4
ord_000464,2025-02-09 12:01:00,cust596@example.com,FR,organic,p_book_012,📖 Book — Nonfic.,books,1,17.49,17.49,credit_card,completed,18.6
ord_000465,2025-02-09 11:13:00,cust711@example.com,DE,social,p_lapt_002,"💻 Laptop 14""",electronics,1,1219.84,1219.84,bank_transfer,completed,29.7
ord_000466,2025-02-09 09:40:00,cust611@example.com,AU,organic,p_appa_007,🧥 Jacket,apparel,1,130.55,130.55,credit_card,refunded,3.8
ord_000467,2025-02-09 23:14:00,cust634@example.com,FR,social,p_lapt_004,⌚ Smartwatch,electronics,1,348.3,348.3,paypal,completed,4.1
ord_000468,2025-02-09 08:03:00,cust486@example.com,IN,organic,p_lapt_001,📱 Smartphone Pro,electronics,1,871.57,871.57,google_pay,completed,7.4
ord_000469,2025-02-10 14:46:00,cust181@example.com,FR,paid_search,p_home_008,🛏 Pillow,home,1,43.25,43.25,apple_pay,completed,7.5
ord_000470,2025-02-10 20:55:00,cust113@example.com,JP,paid_search,p_lapt_004,⌚ Smartwatch,electronics,1,343.68,343.68,paypal,completed,6.1
ord_000471,2025-02-10 19:23:00,cust222@example.com,DE,paid_search,p_home_008,🛏 Pillow,home,1,38.62,38.62,paypal,cancelled,16.6
ord_000472,2025-02-10 10:54:00,cust709@example.com,FR,paid_search,p_appa_006,👟 Sneakers,apparel,3,78.35,235.05,paypal,completed,8.2
ord_000473,2025-02-10 14:05:00,cust654@example.com,UK,email,p_lapt_004,⌚ Smartwatch,electronics,2,328.25,656.5,google_pay,completed,8.8
ord_000474,2025-02-10 14:20:00,,UK,paid_search,p_home_010,💡 Smart Bulb,home,1,18.38,18.38,bank_transfer,completed,4.1
ord_000475,2025-02-10 20:33:00,cust482@example.com,UK,paid_search,p_home_010,💡 Smart Bulb,home,2,18.24,36.48,credit_card,completed,12.0
ord_000476,2025-02-11 09:01:00,,FR,social,p_home_008,🛏 Pillow,home,1,42.02,42.02,paypal,cancelled,4.3
ord_000477,2025-02-11 19:11:00,,IN,social,p_home_008,🛏 Pillow,home,2,43.29,86.58,credit_card,cancelled,6.0
ord_000478,2025-02-11 13:50:00,cust304@example.com,BR,social,p_lapt_002,"💻 Laptop 14""",electronics,1,1238.74,1238.74,apple_pay,cancelled,6.7
ord_000479,2025-02-11 08:23:00,cust053@example.com,IN,organic,p_lapt_001,📱 Smartphone Pro,electronics,1,886.86,886.86,bank_transfer,cancelled,3.9
ord_000480,2025-02-11 22:47:00,cust343@example.com,NL,email,p_lapt_002,"💻 Laptop 14""",electronics,1,1254.88,1254.88,paypal,cancelled,5.5
ord_000481,2025-02-11 18:28:00,cust434@example.com,FR,paid_search,p_lapt_004,⌚ Smartwatch,electronics,1,343.66,343.66,credit_card,completed,5.8
ord_000482,2025-02-11 09:12:00,cust463@example.com,FR,organic,p_book_012,📖 Book — Nonfic.,books,1,19.47,19.47,google_pay,completed,13.8
ord_000483,2025-02-11 13:33:00,cust115@example.com,US,organic,p_appa_005,👕 T-shirt,apparel,3,25.84,77.52,bank_transfer,completed,11.1
ord_000484,2025-02-11 17:41:00,cust299@example.com,IN,paid_search,p_home_008,🛏 Pillow,home,1,41.25,41.25,bank_transfer,refunded,7.6
ord_000485,2025-02-11 22:23:00,cust314@example.com,AU,social,p_home_008,🛏 Pillow,home,1,42.08,42.08,credit_card,completed,4.7
ord_000486,2025-02-11 12:53:00,cust165@example.com,DE,organic,p_appa_006,👟 Sneakers,apparel,1,88.42,88.42,credit_card,completed,10.0
ord_000487,2025-02-11 17:22:00,cust211@example.com,DE,paid_search,p_appa_006,👟 Sneakers,apparel,1,81.54,81.54,bank_transfer,completed,7.9
ord_000488,2025-02-11 23:21:00,cust512@example.com,AU,paid_search,p_home_009,🪴 Houseplant,home,1,24.21,24.21,apple_pay,refunded,21.5
ord_000489,2025-02-11 22:57:00,cust453@example.com,US,organic,p_book_011,📚 Book — Fiction,books,1,14.01,14.01,bank_transfer,completed,6.1
ord_000490,2025-02-12 15:12:00,cust657@example.com,US,organic,p_lapt_004,⌚ Smartwatch,electronics,1,301.49,301.49,google_pay,cancelled,3.8
ord_000491,2025-02-12 08:58:00,cust503@example.com,IN,paid_search,p_book_011,📚 Book — Fiction,books,3,14.94,44.82,google_pay,completed,4.6
ord_000492,2025-02-12 20:51:00,cust457@example.com,FR,organic,p_appa_007,🧥 Jacket,apparel,1,133.01,133.01,google_pay,cancelled,11.3
ord_000493,2025-02-12 19:05:00,cust213@example.com,US,paid_search,p_appa_007,🧥 Jacket,apparel,1,139.77,139.77,apple_pay,completed,7.7
ord_000494,2025-02-12 16:53:00,cust141@example.com,NL,organic,p_lapt_003,🎧 Headphones,electronics,1,190.35,190.35,bank_transfer,cancelled,4.8
ord_000495,2025-02-12 16:26:00,cust308@example.com,DE,paid_search,p_home_008,🛏 Pillow,home,1,43.59,43.59,paypal,completed,6.8
ord_000496,2025-02-12 20:55:00,cust614@example.com,AU,social,p_lapt_002,"💻 Laptop 14""",electronics,1,1200.22,1200.22,google_pay,cancelled,13.5
ord_000497,2025-02-12 11:20:00,,FR,email,p_lapt_002,"💻 Laptop 14""",electronics,1,1246.97,1246.97,paypal,completed,4.1
ord_000498,2025-02-12 09:32:00,cust365@example.com,JP,social,p_lapt_003,🎧 Headphones,electronics,1,179.93,179.93,paypal,completed,3.8
ord_000499,2025-02-13 18:06:00,cust702@example.com,CA,paid_search,p_home_010,💡 Smart Bulb,home,1,18.62,18.62,paypal,completed,11.3
ord_000500,2025-02-13 13:50:00,cust349@example.com,CA,social,p_lapt_003,🎧 Headphones,electronics,1,180.28,180.28,bank_transfer,refunded,4.1
ord_000501,2025-02-13 11:52:00,cust472@example.com,FR,email,p_book_012,📖 Book — Nonfic.,books,1,19.26,19.26,bank_transfer,refunded,4.5
ord_000502,2025-02-13 11:13:00,cust122@example.com,DE,direct,p_appa_006,👟 Sneakers,apparel,1,79.72,79.72,google_pay,cancelled,4.6
ord_000503,2025-02-13 22:07:00,cust044@example.com,AU,organic,p_lapt_002,"💻 Laptop 14""",electronics,1,1255.1,1255.1,apple_pay,cancelled,11.1
ord_000504,2025-02-13 18:01:00,cust211@example.com,BR,organic,p_lapt_001,📱 Smartphone Pro,electronics,1,869.65,869.65,apple_pay,refunded,8.3
ord_000505,2025-02-13 10:52:00,cust628@example.com,NL,social,p_appa_006,👟 Sneakers,apparel,1,87.07,87.07,bank_transfer,completed,4.0
ord_000506,2025-02-13 12:28:00,cust551@example.com,BR,organic,p_book_012,📖 Book — Nonfic.,books,1,17.84,17.84,apple_pay,completed,14.7
ord_000507,2025-02-13 08:05:00,cust322@example.com,IN,paid_search,p_appa_007,🧥 Jacket,apparel,1,131.74,131.74,google_pay,completed,11.9
ord_000508,2025-02-13 20:12:00,cust455@example.com,BR,email,p_home_008,🛏 Pillow,home,1,40.36,40.36,google_pay,cancelled,4.6
ord_000509,2025-02-13 09:07:00,cust108@example.com,DE,paid_search,p_appa_006,👟 Sneakers,apparel,1,88.98,88.98,bank_transfer,completed,5.9
ord_000510,2025-02-13 19:07:00,cust204@example.com,JP,email,p_book_012,📖 Book — Nonfic.,books,2,19.92,39.84,google_pay,completed,4.9
ord_000511,2025-02-13 19:31:00,cust660@example.com,CA,organic,p_book_012,📖 Book — Nonfic.,books,1,18.77,18.77,google_pay,completed,15.0
ord_000512,2025-02-14 07:11:00,cust055@example.com,UK,social,p_lapt_004,⌚ Smartwatch,electronics,1,303.7,303.7,apple_pay,completed,14.5
ord_000513,2025-02-14 21:12:00,cust770@example.com,AU,social,p_appa_005,👕 T-shirt,apparel,1,25.92,25.92,google_pay,refunded,7.7
ord_000514,2025-02-14 19:28:00,cust019@example.com,IN,email,p_appa_005,👕 T-shirt,apparel,1,29.13,29.13,google_pay,completed,3.2
ord_000515,2025-02-14 20:08:00,cust311@example.com,AU,social,p_lapt_001,📱 Smartphone Pro,electronics,1,839.22,839.22,google_pay,completed,11.9
ord_000516,2025-02-14 12:32:00,cust586@example.com,US,paid_search,p_home_010,💡 Smart Bulb,home,1,18.97,18.97,google_pay,refunded,6.9
ord_000517,2025-02-14 11:53:00,cust329@example.com,IN,organic,p_appa_007,🧥 Jacket,apparel,1,134.53,134.53,bank_transfer,completed,2.5
ord_000518,2025-02-14 14:15:00,cust366@example.com,JP,social,p_book_011,📚 Book — Fiction,books,1,12.96,12.96,bank_transfer,completed,6.7
ord_000519,2025-02-14 20:36:00,cust021@example.com,CA,email,p_book_012,📖 Book — Nonfic.,books,1,17.91,17.91,apple_pay,completed,7.7
ord_000520,2025-02-14 22:06:00,cust585@example.com,JP,organic,p_book_012,📖 Book — Nonfic.,books,1,17.06,17.06,bank_transfer,cancelled,5.7
ord_000521,2025-02-14 09:53:00,cust207@example.com,CA,organic,p_appa_006,👟 Sneakers,apparel,1,79.65,79.65,apple_pay,completed,7.2
ord_000522,2025-02-14 15:04:00,cust761@example.com,NL,email,p_appa_005,👕 T-shirt,apparel,3,27.3,81.9,google_pay,completed,9.0
ord_000523,2025-02-14 17:12:00,cust517@example.com,UK,paid_search,p_lapt_004,⌚ Smartwatch,electronics,1,300.66,300.66,bank_transfer,refunded,12.8
ord_000524,2025-02-15 22:13:00,cust643@example.com,FR,organic,p_home_008,🛏 Pillow,home,1,41.95,41.95,bank_transfer,refunded,33.9
ord_000525,2025-02-15 11:47:00,cust206@example.com,AU,email,p_appa_007,🧥 Jacket,apparel,2,142.89,285.78,google_pay,completed,6.3
ord_000526,2025-02-15 14:25:00,cust294@example.com,JP,organic,p_lapt_002,"💻 Laptop 14""",electronics,1,1268.99,1268.99,paypal,completed,9.0
ord_000527,2025-02-15 13:10:00,cust447@example.com,AU,organic,p_lapt_004,⌚ Smartwatch,electronics,1,312.91,312.91,apple_pay,completed,3.2
ord_000528,2025-02-15 09:20:00,cust740@example.com,NL,organic,p_book_011,📚 Book — Fiction,books,1,14.19,14.19,credit_card,completed,7.3
ord_000529,2025-02-15 23:59:00,cust742@example.com,BR,paid_search,p_appa_006,👟 Sneakers,apparel,1,87.47,87.47,bank_transfer,refunded,11.7
ord_000530,2025-02-15 19:51:00,cust792@example.com,JP,direct,p_appa_005,👕 T-shirt,apparel,1,25.9,25.9,paypal,completed,11.8
ord_000531,2025-02-15 10:20:00,cust261@example.com,CA,paid_search,p_lapt_002,"💻 Laptop 14""",electronics,1,1293.14,1293.14,paypal,completed,8.3
